,,AMB/92,,,
54150094,Fratura de Orbita - Reducao Cirurgica e Enxerto,,900,1,4
54150108,Fratura Naso-Etmoido-Orbitario (Unilateral),,"1,200",1,5
54150124,Fratura Seio Frontal-Reducao+Fixacao Coronaria,,700,1,4
54150132,Fratura Seio Frontal-Reducao+Fixacao Frontal,,400,1,2
54150140,Fratura Favoravel Simples de Mandibula,,300,1,2
54150159,Fratura Simples de Mandibula -Reducao Cirurgica,,700,2,4
54150167,Fratura Cominutiva Mandibula - Cirurgia+Fixacao,,900,2,5
54150175,Fraturas Complexas Mandibula - Cirurgia+Fixacao,,"1,100",2,5
54150183,Fratura Alveolar- Fixacao C/Aparelho Contensao,,150,1,0
54150191,"Fratura da Maxila, Tipo Lefort I e II -Reducao",,400,2,3
54150205,"Fratura da Maxila, Tipo Leforft III- Reducao",,500,2,3
54150213,Fratura Lefort I-Fixacao Cirurgica C/Sintese,,700,1,4
54150221,Fratura Lefort II-Fixacao Cirurgica C/Sintese,,900,2,5
54150230,Fratura Lefort IIII-Fixacao Cirurgica C/Sintese,,900,2,5
54150248,Fratura Multipla 1/3 Medio Face:Cirurg.+Fixacao,,"1,100",2,5
54150256,Fratura Complexa 1/3 Medio Face:Cirurg.+Sintese,,"1,400",2,6
54150264,Retirada dos Meios de Fixacao de Face,,80,0,0
54160014,Artroplastia P/Luxacao Recidivante da A.T.M.,,900,2,5
54160022,Osteoplastia Para Prognatismo Ou Micrognatismo,,950,2,5
54160030,Osteotomias Alveolo Palatinas,,500,1,3
54160049,Osteotomias Segmentares da Maxila Ou Malar,,700,1,4
54160057,Osteotomia Tipo Lefort I,,700,1,4
54160065,Osteotomia Tipo Lefort II,,"1,200",2,5
54160073,Osteotomia Tipo Lefort III - Extra Craneana,,"1,400",2,5
54160081,Osteotomias Craneo-Maxilares Complexas,,"2,000",3,6
54160090,Reducao Luxacao Articulacao Temporo-Mandibular,,300,1,2
54160103,Reconstrucao Parcial Mandibula C/Enxerto Osseo,,950,2,5
54160111,Reconstrucao Total Mandibula C/Protese E/Ou Enx,,"1,450",3,6
54160120,Tratamento Cirurgico da Anquilose da A.T.M.,,700,1,4
54160138,Translocacao Etmoido Orbitaria P/Hipertelorismo,,"2,500",3,7
54170010,Osteoplastias do Etmoido Orbitarias,,"1,400",2,5
54170036,Osteoplastia do Malar e Arco Zigomatico,,600,1,3
54170044,Osteoplastias da Orbita,,"1,400",2,5
54180015,Queimadura Atendimento Isolado - Uma UT,,80,0,1
54180023,Queimadura Atendimento Isolado - Duas UT,,130,0,1
54180031,Queimadura Atendimento Isolado - Tres UT,,190,0,1
54180040,Queimadura Atendimento Isolado - Quatro UT,,280,0,1
54180058,Queimadura Atendimento Isolado - Cinco UT,,400,0,1
54180066,Queimadura Atendimento Isolado - Seis UT,,400,0,1
54180074,Queimadura Atendimento Isolado - Sete Ut,,400,0,1
54180082,Queimadura Atendimento Isolado - 8 Ou Mais UT,,400,0,1
54180090,Queimadura Atendimento Integral - Uma UT,,400,0,2
54180104,Queimadura Atendimento Integral - Duas UT,,600,0,2
54180112,Queimadura Atendimento Integral - Tres UT,,800,0,2
54180120,Queimadura Atendimento Isolado - Quatro UT,,"1,000",0,2
54180139,Queimadura Atendimento Isolado - Cinco UT,,"1,200",0,2
54180147,Queimadura Atendimento Integral - Seis UT,,"1,400",0,2
54180155,Queimadura Atendimento Integral - Sete UT,,"1,600",0,2
54180163,Queimadura Atendimento Integral - Oito UT,,"1,800",0,2
54180171,Queimadura Enxertia de Pele - Uma UT,,500,0,3
54180180,Queimadura Enxertia de Pele - 2 UT,,650,0,3
54180198,Queimadura Enxertia de Pele - Tres UT,,800,0,3
54180201,Queimadura Enxertia de Pele - Quatro UT,,850,0,3
54180210,Queimadura Enxertia de Pele - Cinco UT,,950,0,3
54180228,Queimadura Enxertia de Pele - Seis UT,,"1,000",0,3
54180236,Queimadura Enxertia de Pele - Sete UT,,"1,000",0,3
54180244,Queimadura Enxertia de Pele - Oito Ou Mais UT,,"1,200",0,3
55010016,Biopsia de Pulmao Por Aspiracao,,300,1,1
55010024,Biopsia de Pulmao A Ceu Aberto,,950,1,4
55010032,Bulectomia Unilateral,,"1,100",2,4
55010040,Bulectomia Bilateral Com Esternotomia,,"1,300",2,5
55010059,Decorticao Pulmonar,,"1,100",2,4
55010067,Fistula Bronquica C/ Reamputacao de Coto +Rafia,,"1,500",3,6
55010075,"Lobectomia ""Standard""",,"1,300",2,4
55010083,Lobectomia Radical (Alargada Com Esvaziamento),,"2,000",2,6
55010091,"Pneumonectomia ""Standard""",,"1,300",2,5
55010105,Pneumonectomia Radical:Alargada/IntraPericardio,,"2,000",2,6
55010113,Pneumotomia Com Resseccao Costal Para Drenagem,,700,1,3
55010121,Tratamento do Pneumotorax - Por Sessao,,200,0,0
55010130,Tratamento do Pneumoperitonio - Por Sessao,,200,0,0
55010148,Pneumonectomia de Totalizacao,,"2,000",2,6
55010156,Resseccao Em Cunha do Pulmao,,950,1,4
55010164,Resseccao Pulmonar Parcial Ou Total +Anastomose,,"2,000",3,6
55010172,Retirada de Corpo Estranho Por Pneumotomia,,950,1,4
55010180,Segmentectomia,,"1,300",2,5
55010199,Sutura Pulmonar Com Pleurodese,,"1,100",1,4
55010202,Lobectomia Por Ma-Formacao Pulmonar,,650,2,5
55010210,Transplante De Pulmao,,"3,500",3,7
55020011,Biopsia de Pleura Com Agulha,,200,0,0
55020020,Honorarios P/ Drenagem Pleural,,200,1,0
55020038,Fechamento de Pleurostomia,,700,1,3
55020046,Pleurotomia Com Drenagem Fechada,,550,1,3
55020054,Pleuroscopia e Biopsia,,800,1,3
55020062,Pleuroscopia e Pleurodese,,950,1,3
55020070,Pleuro-Pneumonectomia,,"2,000",2,6
55020089,Pleurectomia,,"1,100",1,4
55020097,Tumor de Pleura - Resseccao,,"1,100",1,4
55020100,Pleurodese,,200,0,4
55020119,Retirada De Dreno Tubular Toracico,,150,0,0
55020127,Lavagem C/Replecao Pleural P/Empiema Cronico,,800,1,0
55030017,Puncao Trans-Traqueal Com Aspiracao,,200,0,0
55030025,Traqueosplastia (Qualquer Tecnica),,"1,100",2,5
55030033,Traqueostomia,,400,1,2
55030041,Tumor de Traqueia - Resseccao C/ Traqueoplastia,,"2,000",2,6
55030050,Traqueoplastia C/Abordagem Toracica,,"1,800",2,5
55030068,Traqueoplastia Cervico-Toracica,,"2,000",2,5
55030084,Traqueostomia Mediastinal,,"1,200",2,5
55030092,Colocacao De Molde Traqueal Ou Bronquico,,500,1,3
55030106,Colocacao De Protese Traqueal,,"2,000",2,5
55040012,Broncografia (Por Puncao Ou Entubacao Traqueal),,250,0,1
55040020,Retirada De Corpo Estranho Por Broncotomia,,"1,000",2,5
55040039,Broncoplastia (Sem Resseccao Pulmonar),,"1,500",2,6
55050018,Biopsia de Timo Por Mediastinotomia,,600,1,2
55050026,"Bocio IntraToracico, Resseccao Trans-External",,"1,500",2,5
55050034,Mediastinotomia Para Drenagem,,800,1,4
55050042,Mediastinoscopia e Biopsia,,700,1,3
55050050,Mediastinotomia Exploradora Trans-Esternal,,900,1,5
55050069,Mediastinotomia Exploradora Para-Esternal,,800,1,4
55050077,Mediastinotomia +Descomp.+Derivacao Veno-Atrial,,"1,500",3,6
55050085,Resseccao de Tumor do Mediastino,,"1,400",2,6
55050093,Timectomia Por Via Trans-Esternal,,"1,300",2,5
55050107,Mediastinostomia Superior e Inferior C/Drenagem,,800,1,4
55050115,Drenagem De Mediastino Via Toracotomia,,"1,100",2,4
55050123,Drenagem Do Mediastino Via Toracica Posterior,,"1,000",1,5
55060013,Costectomia,,350,1,2
55060021,Costopleuropneumonectomia,,"2,000",2,7
55060030,Esternectomia Com Ou Sem Protese,,"1,200",2,5
55060048,Defeito do Torax - Correcao Cirurgica,,"1,450",2,5
55060056,Toracectomia +Reconstrucao (Com Ou Sem Protese),,"1,300",2,6
55060064,Toracocentese,,200,0,0
55060072,Toracoplastia (Qualquer Tecnica),,"1,000",2,5
55060080,Toracostomia Exploradora,,"1,000",2,4
55060099,Toracostomia Com Drenagem Aberta,,700,1,3
55060102,Toracocospia,,800,1,3
55060110,Toracomia Bilateral,,"1,000",2,5
55060129,Traumatismo Toracico - Toracotomia Simples,,950,2,4
55060137,Traumatismo Toracico - Toracotomia C/Intervacao,,"1,100",2,5
55060145,Toracotomia P/Acesso A Procedimento Ortopedico,,950,2,5
55060153,Toracostomia Com Drenagem Fechada,,600,1,3
55060161,Ressutura Deiscencia Externo Apos Esternotomia,,"1,100",2,5
56010010,Cistometria Simples,,80,0,0
56010028,Cistometria Com Cistometro,,100,0,0
56010036,Cistoscopia E/Ou Uretroscopia,,120,0,0
56010044,Cistoscopia Com Prova de Funcao,,150,0,0
56010052,Cateterismo Ureteral Unilateral,,130,0,0
56010060,Cateterismo Ureteral Bilateral,,150,0,0
56010079,Electromiografia Esfincter Uretral,,100,0,0
56010087,Perfil de Pressao Uretral,,100,0,0
56010095,Pressao Intra Abdominal,,100,0,0
56010109,Urofluxometria,,100,0,0
56010117,Ureteroscopia,,200,0,0
56010125,Estudo Urodinamico Completo,,400,0,0
56010133,Estudo Urodinamico,,400,0,0
56010141,Cavernosometria Dinamica,,120,0,0
56010150,Cistometria Com Eletromiografia,,150,0,0
56010168,Cistometria COM Pressao Intra-Abdominal,,120,0,0
56010176,Cistometria Com Pressao Intra-Uretral,,150,0,0
56010184,Dopplermetria Dos Cordoes Espermaticos,,60,0,0
56010192,Dopplermetria Peniana,,60,0,0
56010206,Injecao Intracavernosa Diagnostica,,80,0,0
56010214,Pressao Arterial Peniana,,60,0,0
56020015,Cateterismo Vesical Evacuador,,50,0,0
56020023,Cateterismo de Canais Ejaculadores,,180,0,1
56020031,Cauterizacao Quimica Vesical,,130,0,0
56020040,Dilatacao Uretral (Sessao),,100,0,1
56020058,Instilacao Vesical Ou Uretral,,50,0,0
56020066,Massagem Prostatica,,50,0,0
56030010,Abscesso Renal Ou Peri-Renal: Drenagem,,400,1,2
56030029,Biopsia Renal Cirurgica,,400,1,2
56030037,Biopsia Renal Por Puncao,,200,0,1
56030053,Cistos Renais: Marsupializacao,,550,1,3
56030061,Fistula Pielocutanea: Tratamento Cirurgico,,700,2,3
56030070,Ligadura Ou Seccao de Vasos Aberrantes,,650,1,3
56030088,Lombotomia Exploradora,,650,1,3
56030096,Nefrectomia Parcial,,950,2,4
56030100,Nefrectomia Total,,800,2,4
56030118,Nefrectomia Bilateral,,"1,300",2,5
56030126,Nefrectomia Em Doador,,"1,300",2,5
56030134,Nefrolitotomia Anatrofica Alargada,,"1,500",2,5
56030142,Nefrolitotomia Simples,,"1,000",1,4
56030150,Nefrorrafia (Trauma),,950,1,4
56030169,Nefropexia,,550,1,3
56030177,Nefrostomia A Ceu Aberto,,650,1,3
56030185,Nefrostomia Por Puncao,,400,0,1
56030193,Nefro Ou Pieloenterocistostomia,,"1,500",2,5
56030207,Nefroureterectomia Com Resseccao Vesical,,"1,200",2,5
56030215,Pielolitotomia,,900,2,3
56030223,Pielolitotomia C/Nefrolitotomia Anatrofica,,"1,100",2,5
56030231,Pielolitotomia C/Nefrolitotomia Simples,,950,2,4
56030240,Pielostomia,,550,1,3
56030258,Pielotomia Exploradora,,800,2,3
56030266,Pieloplastia,,950,2,3
56030274,Revascularizacao Renal,,"1,300",2,5
56030282,Sinfisiotomia (Rim Em Ferradura),,800,2,4
56030290,Transplante Renal (Receptor),,"3,500",2,7
56030304,Tumores Retroperitoniais Malignos(Inclui Renal),,"1,500",2,5
56030312,Tumor Renal Benigno: Exerese,,800,2,4
56030320,Tratamento Cirurgico da Fistula Pielointestinal,,800,2,4
56030339,Abcesso Perirrenal,,250,1,2
56030347,Abcesso Renal- Drenagem Cirurgica,,600,1,4
56030355,Abcesso Renal-Drenagem Percutanea,,500,1,2
56030363,Acesso Percutaneo Para Nefroscopia,,700,1,0
56030371,Angioplastia Renal A Ceu Aberto,,"1,500",2,5
56030380,Angioplastia Renal Transluminal,,"1,500",1,4
56030398,Cisto Renal-Escleroterapia Percutanea,,200,1,0
56030401,Cirurgia De Cisto De Supra-Renal,,700,2,6
56030410,Nefrectomia Parcial Extracorporea,,"2,500",3,4
56030428,Nefrectomia Radical,,"1,600",2,5
56030436,Nefrolitotomia Anatrofica Extracorporea,,"2,500",3,5
56030444,Nefrolitotomia Trans-Nefroscopica,,"2,000",1,5
56030452,Nefrolitotomia Trans-Ureteroscopica,,"2,000",1,5
56030460,Nefrolitotripsia P/Onda De Choque(Sessao Inicial),,"1,200",0,5
56030479,Nefrolitotripsia P/Onda De Choque(Sessoes Subs),,400,0,5
56030487,Nefrolitotripsia Trans-Nefroscopica Mecanica,,"2,500",1,5
56030495,Nefrolitotripsia Trans-Nefroscopica(Onda Choq.),,"2,500",1,5
56030509,Nefrolitotripsia Trans-Ureteroscopica Mecanica,,"2,500",1,5
56030517,Nefrolitotripsia Trans-Ureteroscopica,,"2,500",1,5
56030525,Pieloplastia Trans-Nefroscopica,,"1,150",1,4
56030533,Pieloplastia Trans-Ureteroscopica,,"1,150",1,4
56030541,Suprarrenalectomia,,"1,200",2,6
56030550,Suprarrenalectomia Total,,"1,450",2,6
56040016,Biopsia Cirurgica do Ureter,,300,1,1
56040024,Biopsia Endoscopica do Ureter (Escovadela),,400,0,1
56040032,Desbloqueio Endoscopico Unilateral do Ureter,,250,0,1
56040040,Desbloqueio Endoscopico Bilateral do Ureter,,300,0,2
56040059,Dilatacao Endoscopica Unilateral do Ureter,,300,0,1
56040067,Dilatacao Endoscopica Bilateral do Ureter,,400,0,2
56040075,Fistula Uretero Vaginal Unilateral: Cirurgia,,700,2,3
56040083,Fistula Uretero Vaginal Bilateral: Cirurgia,,950,2,4
56040091,Fistula Ureterointestinal: Tratamento Cirurgico,,"1,100",2,3
56040105,Fistula Ureterocutanea: Tratamento Cirurgico,,550,1,3
56040113,Meatotomia Endoscopica Unilateral,,300,0,1
56040121,Meatotomia Endoscopica Bilateral,,450,0,2
56040130,Retirada Endoscopica de Calculo de Ureter,,700,1,3
56040148,Ureterocele Unilateral: Resseccao A Ceu Aberto,,400,1,2
56040164,Ureterocele Unilateral: Resseccao Endoscopica,,400,0,2
56040172,Ureterocele Bilateral: Resseccao Endoscopica,,550,0,2
56040180,Uretercistoneostomia Unilateral,,700,2,3
56040199,Uretercistoneostomia Bilateral,,950,2,4
56040202,Ureterectomia,,800,1,2
56040210,Ureteroenteroplastia,,"1,300",2,4
56040229,Ureteroenterostomia Unilateral,,"1,300",2,4
56040237,Ureteroenterostomia Bilateral,,"1,500",2,4
56040245,Ureteroenterostomia Cutanea Unilateral,,"1,300",2,4
56040253,Ureteroenterostomia Cutanea Bilateral,,"1,500",2,4
56040261,Ureterostomia Cutanea Unilateral,,700,1,3
56040270,Ureteroplastia Cutanea Bilateral,,950,1,4
56040288,Ureteroplastia,,950,2,4
56040296,Ureterolitotomia,,700,1,3
56040300,Ureteroenterocistostomia Unilateral,,"1,300",2,4
56040318,Ureteroenterocistostomia Bilateral,,"1,500",2,5
56040326,Ureteroureterostomia,,"1,300",2,4
56040334,Ureteroureterocistoneostomia,,"1,500",2,5
56040342,Ureteroureterostomia Cutanea,,950,2,4
56040350,Ureteroenterostomia Cutanea C/Reserv.Continente,,"2,500",3,4
56040369,Ureteroenterostomia Uretral C/Reserv.Continente,,"2,500",3,4
56040377,Ureteroenterostomia Retal C/Reserv.Continente,,"2,500",3,4
56040385,Ureterolitotomia Transureteroscopica,,"1,450",1,3
56040393,Implante De Protese Ureteral Cirurgico,,600,1,4
56040407,Implante De Protese Ureteral Transcistoscopica,,950,1,3
56040415,Implante De Protese Ureteral Transnefroscopica,,"1,300",1,4
56040423,Implante-Protese Ureteral Transureteroscopica,,"1,300",1,4
56040431,Ureterolise,,700,1,4
56040440,Ureterolitotripsia P/Onda de Choque (Inicial),,"1,100",0,5
56040458,Ureterolitotripsia P/Onda De Choque (Subsequ.),,400,0,5
56040466,Ureterolitotripsia Transnefroscopica(O. Choque),,"2,000",1,5
56040474,Ureterolitotripsia Transueteroscopica (O.Choq.),,"2,000",1,5
56040482,Ureteroneocistostomia,,800,2,5
56040490,Ureterotomia Cirurgica,,700,1,4
56040504,Ureterotomia Transnefroscopica,,"1,300",1,4
56040512,Ureterotomia Transureteroscopica,,"1,300",1,4
56050011,Biopsia Endoscopica da Bexiga,,300,0,1
56050020,Biopsia da Bexiga A Ceu Aberto,,300,0,2
56050038,Cistectomia Radical C/Linfadenectomia,,"1,300",2,5
56050046,Cistectomia Parcial,,700,1,3
56050054,Cistectomia Total,,"1,300",2,4
56050062,Cistectomia Total Com Derivacao Urinaria,,"1,450",2,5
56050070,Cistectomia Radical C/Derivacao-Linfadenectomia,,"1,600",2,6
56050089,Cistolitotomia,,400,1,2
56050097,Cistoenteroplastia,,"1,800",2,5
56050100,Cistostomia Cirurgica,,300,1,2
56050119,Cistostomia Por Puncao Com Trocater,,150,0,0
56050127,Cistorrafia (Trauma),,500,1,2
56050135,Cistoplastia Redutora,,550,2,2
56050143,Corpo Estranho Bexiga : Extracao A Ceu Aberto,,300,0,2
56050151,Calculo na Bexiga : Extracao Por Endoscopia,,300,0,1
56050160,Colo de Diverticulo:Resseccao/Eletrocoagulacao,,550,1,2
56050178,Colo Vesical: Resseccao Endoscopica (Bexiga),,800,1,3
56050186,Colo Vesical: Resseccao A Ceu Aberto (Bexiga),,700,1,3
56050194,Diverticulectomia da Bexiga,,700,1,3
56050208,Extrofia Vesical: Tratamento Cirurgico,,"1,450",2,5
56050216,Fistula Vesicocutanea: Tratamento Cirurgico,,550,1,2
56050224,Fistula Vesico Uterina: Tratamento Cirurgico,,800,1,4
56050232,Fistula Vesico Vaginal: Tratamento Cirurgico,,800,2,4
56050240,Fistula Vesicoenterica: Tratamento Cirurgico,,"1,300",2,4
56050259,Fistula Vesico Retal: Tratamento Cirurgico,,"1,450",2,4
56050267,Incontinencia Urinaria: Tratamento Cirurgico,,950,1,4
56050275,Litotripsia Da Bexiga,,700,1,2
56050283,Cirurgia de Neobexiga Retal,,"1,300",2,5
56050291,Polipos Vesicais: Resseccao Endoscopica,,550,1,2
56050313,Retencao P/ Coagulo: Aspiracao Vesical (Bexiga),,80,0,1
56050321,Tumor Vesical: Resseccao A Ceu Aberto,,700,1,3
56050330,Tumor Vesical: Resseccao Endoscopica,,950,1,4
56050348,Bexiga Psoica,,800,2,3
56050356,Cistolitotomia Transcistoscopica,,400,0,3
56050364,Cistolitotripsia P/Onda De Choque (Inicial),,850,0,4
56050372,Cistolitotripsia P/Onda De Choque (Subsequente),,800,0,4
56050380,Cistolitotripsia Percutanea Mecanica,,850,1,4
56050399,Cistolitotripsia Percutanea P/Onda De Choque,,850,1,4
56050402,Cistolitotripsia Transcistoscopica Mecanica,,700,1,4
56050410,Cistolitripsia Transcistoscopica (Onda Choque),,700,1,4
56050429,Incontinencia Urinaria-Tratamento Endoscopico,,700,1,4
56050437,Resseccao De Polipos Vesicais,,550,1,3
56050445,Vesicostomia Cutanea,,300,1,4
56060017,Abscesso Periuretral: Incisao e Drenagem,,120,0,1
56060025,Biopsia Endoscopica da Uretra,,300,0,1
56060033,Calculo Uretral: Extracao Endoscopica,,300,0,1
56060041,Corpo Estranhona Uretra : Extracao Endoscopica,,300,0,1
56060050,Diverticulo Uretral: Tratamento Cirurgico,,400,1,2
56060068,Eletrocoagulacao Endoscopica da Uretra,,300,1,2
56060076,Esfincterotomia da Uretra,,400,1,2
56060084,Fleimao Urinoso: Incisao e Drenagem,,300,0,1
56060092,Fistula Uretro Cutanea: Correcao Cirurgica,,550,1,2
56060106,Fistula Uretro Vaginal: Correcao Cirurgica,,950,1,3
56060114,Cirurgia De Fistula Uretroretal,,"1,300",1,4
56060122,Incontinencia Urinaria: Tratamento Cirurgico,,950,1,4
56060130,Meatotomia Simples (Uretra),,120,0,1
56060149,Meatoplastia (Retalho Cutaneo)(Uretra),,300,1,2
56060157,Neouretra Proximal (Cistouretroplastia),,"1,100",2,4
56060165,Resseccao de Corda (Uretra),,300,1,1
56060173,Resseccao de Caruncula (Uretra),,150,0,1
56060181,Resseccao de Prolapso de Mucosa Uretral,,150,0,1
56060190,Resseccao de Valvula-Uretra Posterior,,800,1,3
56060203,Uretrostomia,,400,1,1
56060211,Uretrotomia Externa P/Calculo Ou Corpo Estranho,,300,1,1
56060220,Uretrotomia Interna,,400,1,1
56060238,Uretroplastia Anterior,,700,1,2
56060246,Uretroplastia Posterior,,950,2,2
56060254,Tumor Uretral: Excisao,,700,1,3
56060262,Uretromia Interna Com Protese Para Estenose,,400,1,3
56070012,Abscesso de Prostata: Drenagem,,550,1,2
56070020,Biopsia da Prostata,,300,0,1
56070039,Prostatectomia A Ceu Aberto,,"1,100",2,4
56070047,Prostata-Vesiculectomia Radical,,"1,750",2,6
56070055,Resseccao Endoscopica da Prostata,,"1,450",1,5
56070063,Hipertrofia Prostatica-Implante De Protese,,300,1,3
56070071,Hipertrofia Prostatica-Tratamento P/ Diatermia,,120,0,3
56070080,Hipertrofia Prostatica-Tratamento P/Dilatacao,,120,1,3
56070098,Hemorragia Da Loja Prostatica,,550,1,4
56070101,Hemostasia Da Loja Prostatica Por Endoscopia,,800,1,4
56080018,Biopsia da Bolsa Escrotal,,80,0,0
56080026,Drenagem de Abscesso da Bolsa Escrotal,,150,0,0
56080034,Exerese de Cisto da Bolsa Escrotal,,150,0,0
56080042,Plastica de Bolsa Escrotal,,900,1,3
56080050,Resseccao Parcial da Bolsa Escrotal,,400,1,2
56090013,Biopsia do Testiculo Unilateral,,150,1,1
56090021,Biopsia do Testiculo Bilateral,,250,1,1
56090030,Hidrocele Unilateral: Correcao Cirurgica,,250,1,2
56090048,Hidrocele Bilateral: Correcao Cirurgica,,350,1,2
56090056,Implante de Protese de Testiculo - Bilateral,,300,1,2
56090064,Orquiectomia Unilateral,,300,1,2
56090072,Orquiectomia Bilateral,,400,1,2
56090080,Orquidopexia Unilateral,,550,1,3
56090099,Orquidopexia Bilateral,,700,1,4
56090102,Puncao da Vaginal do Testiculo,,100,0,0
56090129,Torcao do Testiculo - Cura Cirurgica,,700,1,3
56090137,Varicocele Unilateral - Correcao Cirurgica,,300,1,2
56090145,Varicocele Bilateral - Correcao Cirurgica,,500,1,2
56090153,Hidrocele-Escleroterapia,,50,0,2
56100019,Biopsia de Epididimo,,120,0,1
56100027,Drenagem de Abscesso do Epididimo,,120,0,0
56100035,Epididimectomia Unilateral,,400,1,2
56100043,Epididimectomia Bilateral,,600,1,3
56100051,Exerese de Cisto Unilateral do Epididimo,,250,1,1
56100060,Exerese de Cisto Bilateral do Epididimo,,400,1,2
56100078,Epididimovasoplastia Unilateral,,700,1,3
56100086,Epididimovasoplastia Bilateral,,900,1,4
56110014,Biopsia Unilateral do Cordao Espermatico,,120,1,1
56110022,Biopsia Bilateral do Cordao Espermatico,,150,1,1
56110030,Espermatocelectomia Unilateral,,300,1,1
56110049,Espermatocelectomia Bilateral,,400,1,2
56110057,Exploracao Cirurgica do Deferente Unilateral,,300,1,1
56110065,Exploracao Cirurgica do Deferente Bilateral,,400,1,2
56110073,Puncao Exploradora do Deferente Unilateral,,150,0,0
56110081,Puncao Exploradora do Deferente Bilateral,,200,0,0
56110090,Vasostomia,,150,1,1
56110103,Vasectomia Unilateral,,200,1,1
56110111,Vasectomia Bilateral,,300,1,4
56110120,Vaso-Vasostomia Unilateral,,700,1,3
56110138,Vaso-Vasostomia Bilateral,,900,1,4
56110146,Vaso-Vasostomia Com Microscopia,,800,1,5
56120010,Amputacao Parcial do Penis,,550,1,2
56120028,Amputacao Total do Penis,,700,1,4
56120036,Biopsia do Penis,,100,0,0
56120044,Doenca de Peyrone - Tratamento Cirurgico,,700,1,3
56120052,Cura cirurgica de Epispadia,,800,1,4
56120060,Cura Cirurgica de Epispadia Com Incontinencia,,"1,300",2,4
56120079,Cura Cirurgica de Emasculacao,,950,2,3
56120087,Eletrocoagulacao de Lesoes Cutaneas do Penis,,120,0,0
56120095,Fratura do Penis - Tratamento Cirurgico,,550,1,3
56120109,Cirurgia de Hispospadia (1.Tempo),,550,1,3
56120117,Cirurgia de Hispospadia (2.Tempo),,700,1,3
56120125,Cirurgia de Hispospadia Em Um So Tempo,,950,1,4
56120133,Incisao do Prepucio,,100,0,1
56120141,Implante de Protese de Penis,,700,1,4
56120150,Plastica do Freio Balamoprepucial,,120,1,1
